1211	Es wird davon ausgegangen, dass sie über eine leistungsstarke Kanone, eine Reihe von Flugabwehr- und Schiffsabwehrraketen sowie einige Stealth-Technologien verfügen, wie z. B. reduzierte Radar-, Infrarot- und akustische Signaturen.	It is understood they will feature a powerful cannon, an array of anti-aircraft and anti-ship missiles as well as some stealth technologies, such as reduced radar, infrared and acoustic signatures.	It is assumed that they have a powerful cannon, a series of anti-aircraft and anti-ship missiles, as well as some steam technologies, such as reduced radar, infrared and acoustic signatures.	It is understood they have a powerful canon, a number of fluke and ship fire systems and some stealth-controlled technologies, such as reduced radar, infrarot and akustic signposts.	0.0405819243931802	-0.030530877097930897	0.0711128014911111	0.019673738023556098	-0.002850948341411197	0.022524686364967295
280	Eine Gruppe maskierter Pro-Separatisten, die von der Bereitschaftspolizei zurückgehalten wurden, bewarfen sie mit Eiern und schleuderte Pulverfarbe und erzeugte in den Straßen, die normalerweise von Touristen überfüllt waren, dunkle Staubwolken.	A group of masked pro-separatists held back by riot police pelted them with eggs and hurled powder paint, creating dark clouds of dust in streets that would usually be thronged with tourists.	A group of masked pro-separatists held hostage by the riot police brought them to eggs and ignited powder paint and produced dark clouds in the streets that were usually crowded by tourists.	A group of masked pro-independence separforces, who were kept away by the Bereitschaftpolice, beheaded them with evocative paint and poured pulverforce paint and created dark Staubations in the streets normally clogged by tourists.	0.02637701385941682	-0.03733860288682678	0.0637156167462436	-0.005863949371821775	-0.017086874729436374	0.0112229253576146
779	In einem Abschnitt gibt es ein Bild eines Schlafsaals, in dem die Studenten auf Kaffeetassen, Vorhänge, Trainer und Bücher klicken, um über die Auswirkungen von Koffein und Licht informiert zu werden und darüber, wie sich die sportliche Leistung durch Schlafmangel und die Bedeutung einer Schlafenszeitroutine beeinflusst.	In one section there is an image of a dorm room, where students click on coffee cups, curtains, trainers and books to be told about the effects of caffeine and light and how athletic performance is impacted by sleep deficiency, and the importance of a bedtime routine.	In a section there is an image of a bedroom where students click on coffee cups, curtains, trainers, and books to be informed about the effects of caffeine and light, and about how sporting performance is affected by lack of sleep and the importance of sleeping time routine.	In one section, there is a picture of a sleeping sauna where students click on coffee cups, forecourts, coaches and books to be educated about the impact of Koffein and light and about how athletic performance is influenced by sleep loss and the importance of a sleep day routine.	0.04198105111873218	-0.009546865574961316	0.0515279166936935	0.0224772192619227	0.00187303018370244	0.02060418907822026
578	Vor 32 Jahren schloss ich mich als Schüler, wegen der Vernachlässigung der Thatcher-Regierung, Labour an. Diese Vernachlässigung hatte dazu geführt, dass mein Klassenzimmer buchstäblich zusammengebrochen war. Infolgedessen habe ich versucht, mich für bessere öffentliche Dienstleistungen für diejenigen einzusetzen, die sie am meisten brauchen. Egal ob als Gemeinderat oder Minister.	Ever since I joined Labour 32 years ago as a school pupil, provoked by the Thatcher government's neglect that had left my comprehensive school classroom literally falling down, I've sought to champion better public services for those who need them most - whether as a local councillor or government minister.	32 years ago, I joined Labour as a student because of the neglect of the Thatcher government, which had led to my classroom literally collapsed, and as a result I tried to promote better public services for those who need it most, whether as a local council or ministers.	Last 32 years ago, as a student, because of the disdain for the Thatcher-era government, Labour joined Labour.	0.005679885884269709	-0.03873470429012826	0.04441459017439797	-0.010170700421305412	-0.009302548459338311	-0.0008681519619671008
1475	UN-Gesandter Staffan de Mistura hofft, bald die ersten Treffen eines neuen Ausschusses aus Regierungs- und Oppositionsmitgliedern einzuberufen, um eine Nachkriegsverfassung für Syrien zu entwerfen und den Weg zu Wahlen zu ebnen.	UN envoy Staffan de Mistura is hoping to soon convene the first meetings of a new committee comprised of government and opposition members to draft a post-war constitution for Syria and pave the way to elections.	UN envoy Staffan de Mistura hopes to convene soon the first meetings of a new committee of government and opposition members to draw up a post-war constitution for Syria and pave the way for elections.	U.N. Secretary General Staffan de Mistura hopes to soon join the first meetings of a new committee of government and opposition leaders to design a Nachkriegsrewrite for Syria and clear the path to elections.	0.043022043368679874	-0.0012647886166945455	0.04428683198537442	0.024568318343796136	-0.0008356845554544634	0.0254040028992506
237	CBS hatte 3,1 Millionen, NBC 2,94 Millionen, MSNBC 2,89 Millionen und CNN 2,52 Millionen, so Nielsen.	CBS had 3.1 million, NBC had 2.94 million, MSNBC had 2.89 million and CNN had 2.52 million, Nielsen said.	CBS had 3.1 million, NBC 2.94 million, MSNBC 2.89 million and CNN 2.52 million, says Nielsen.	CBS had 3.8 million, NBC 3.94 million, MSNBC 3.89 million and CNN 3.52 million, Nielsen said.	0.024571959657450293	-0.018800425466224624	0.04337238512367492	0.0095329134500588	0.0019354859479392417	0.007597427502119558
142	Liverpool tritt am MIttwoch um 15.00 Uhr im Stadio San Paolo in Neapel, Italien, gegen Napoli an.	Liverpool battles Napoli in the group stage of the Champions League at 3 p.m. on Wednesday at Stadio San Paolo in Naples, Italy.	Liverpool will take place at 3 p.m. at the Stadio San Paolo in Naples, Italy, against Napoli.	Liverpool v Napoli at the MItch Stadium at 15.00 pm in Neapel, Italy, on MItch.	0.02664835527797038	-0.014219756198087907	0.04086811147605829	0.00836623245556467	-0.009199059588503644	0.017565292044068315
1394	Der Coffer Peach Tracker-Branchenmonitor für den britischen Pub-, Bar-und Restaurantsektor sammelt und analysiert Leistungsdaten von 47 Betriebsgruppen mit einem Gesamtumsatz von über 9 Milliarden Pfund und ist der etablierte Branchenmaßstab.	The Coffer Peach Tracker industry sales monitor for the UK pub, bar and restaurant sector collects and analyses performance data from 47 operating groups, with a combined turnover of over £9 billion, and is the established industry benchmark.	The Coffer Peach Tracker industry monitor for the UK pub, bar and restaurant sector collects and analyzes performance data from 47 operating groups with a total turnover of over 9 billion pounds and is the established industry standard.	The Coffer Peach Tracker-industry monitor for the British Pub-, bargain and restaurant sector collects and analyzed performance data from 47 operating groups with a total revenue of over 9 billion pounds and is the established industry's largest maßstab.	0.027936299590741953	-0.008710018075639425	0.03664631766638138	0.02636433672764582	0.001176050812986773	0.025188285914659048
758	Trotzdem war der Ton von Ri's Rede dramatisch anders als letztes Jahr, als er es der U.N. berichtete. Die Generalversammlung, die das US-Festland mit Nordkoreas Raketen ins Visier nahm, war unvermeidlich, nachdem „Mr. Evil President“ Trump Kim als „Raketenmann“ auf einer Selbstmordmission bezeichnete.	Even so, the tone of Ri's speech was dramatically different from last year, when he told the U.N. General Assembly that targeting the U.S. mainland with North Korea's rockets was inevitable after "Mr Evil President" Trump called Kim a "rocket man" on a suicide mission.	However, the tone of Ri's speech was dramatically different from last year when he reported it to the U.N., and the General Assembly, targeting the US mainland with North Korea ’ s missiles, was inevitable after “Mr. Evil President ” Trump called Kim a“ missile man ” on a suicide mission.	Nonetheless, the tone of Ri's speech was dramatically different from last year when he reported it to the U.N. General Assembly.	0.024167486748488898	-0.01245807907024954	0.03662556581873844	0.009810149495180553	0.020390748408836146	-0.010580598913655592
1232	Eine fachkundige Tonanalyse aller Aufnahmen ermittelt die Häufigkeit der Fledermausrufe und ordnet die Rufe den Arten zu.	Expert sound analysis of all recordings will ascertain the frequency of the bat calls and which species are doing what.	An expert sound analysis of all the recordings determine the frequency of bat calls and assign the calls to the species.	A professional audio analysis of all the footage determine the Häufigkeit of Fledermauspicking and ordnen the calls to species.	0.011807681043336515	-0.02425051140088641	0.036058192444222925	-0.004001517324013548	-0.009537586587775593	0.0055360692637620446
